Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
IBRD only,IBD,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2049837681287,2098229419121,2173923919995,2273149575291,2450547820942,2589201944202,2714008393886,2834789079358,3028539024002,3250195074531,3494676686889,3709444527537,3957801256587,4253030541039,4500042843321,4707100566603,5019690414129,5243702559662,5432831428975,5666933302305,5935458791785,6042699789103,6172587398714,6252935096789,6547740716452,6833715405732,7131459782185,7476274879693,7751164917174,7972698745131,8134498624224,8221622978188,8302991167234,8549685906450,8772719667359,9104787685203,9543397472774,10026256016948,10217884058652,10542634331969,11132968439872,11506297368766,11967177525149,12606049773153,13575390222955,14533072717720,15706015823819,17067381748766,18024258700934,18418926377680,19802516478850,21001833716042,22030423473153,23069445756926,24011569656504,24841406911974
IDA & IBRD total,IBT,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2309666704304,2361282320724,2451702975510,2565118454185,2756906208729,2909338245004,3037267869738,3147374929016,3350338821357,3603220152083,3887511774049,4127962083067,4381706297967,4695131854791,4976070476810,5177919043825,5517285971524,5763616327421,5954865604987,6207294954445,6491705137471,6591556061438,6730054503540,6811202116670,7111653236388,7422993626257,7721891844003,8064615354942,8367140953379,8613348214409,8800842634192,8897623575428,8984885951383,9245627865676,9481881788195,9839933657908,10316505098659,10828754956246,11047988145836,11397154386707,12023248686670,12431408348840,12924669349114,13617089338135,14698516481945,15720999866654,16973935807565,18418433072267,19446379763242,19908832759428,21382172112681,22657525157177,23765101145192,24898848639487,25944966428493,26863824278137
IDA total,IDA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,252985511753,256219017495,270253518825,283971408788,298450481435,312083242881,315615912430,306032112933,315556212773,345887450481,384405503451,409480325750,415579159485,433935179354,466907406939,462855530832,489357670395,511301967032,514057909900,532278743551,548339080704,542064497409,550829113119,552203613403,559679848316,584754272575,589386878023,592124013936,618967330132,642536773886,668511557774,678346840893,684215107757,697959122218,710959948232,736964209925,775172337045,804061490468,832465328227,856848826655,892033193915,927193717969,959409861036,1013168185268,1126946513113,1191374872265,1270939314930,1353141364589,1424120218691,1493210734424,1582445092163,1657973990660,1736996692419,1832293691480,1937910302523,2027635208245
IDA blend,IDB,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,114843734496,116825126778,121643012471,130734109731,137328520364,145014531146,144058056667,132890664624,134210156587,155382231058,183359838772,201110581023,207617530331,219438392801,238570050445,234626261691,250046897891,262680672413,260220670867,275041817716,289461610552,276500129860,282827934807,282421335437,285963227094,304186491207,299719850430,292729058944,309344459545,324457648875,345746839000,350924822772,356038812481,364514117516,373115707944,383892894576,404244192516,417563815702,431248084865,441355516731,461954366198,477233675739,494161983122,525287801517,609832448958,641846930294,686229409346,728044694230,763260853189,802728376069,851672684956,896205368021,940445925880,989736427045,1048143618029,1093273220752
Indonesia,IDN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,50690456241,53785065695,54812177702,53577239297,55426439386,55951372228,57546225953,58193619223,65196743209,70071755312,75784072052,81086959458,87478799389,96030870177,103960020075,110388314056,116998527975,127103065077,138803610830,148648426512,161618000132,174786943468,176716720143,191649119921,205394486075,212537159010,225213972675,237150320299,252222832804,275136556655,299903175261,326677919382,350265703790,375674242085,404000330436,437921644681,471391060077,493545839076,428759439290,432151483137,453413615265,469933588205,491078134359,514553481858,540440018909,571204952340,602626661363,640863456971,679403085754,710851779404,755094157595,801681837683,850023658572,897261714697,942339147749,987514144907
IDA only,IDX,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,176116462409,179363247752,188465161057,196241783973,204753945215,210897909289,209665034579,215624504932,228947150724,229293873280,239948485850,248938643906,255117906942,257174213512,257306403710,266608586082,268645682061,270646895654,274648297783,279940445459,290802664775,302403576285,311755987786,319476139005,322214490538,326846953323,327215111463,332228448793,336305472889,351950766644,369675389457,385486862425,400347027195,414961653780,429165238433,449406495034,464629472677,486849165354,513154960736,545656117338,580412514330,620804001160,656668710237,685883500936,725816940327,756250338457,790635811694,836519782383,883206506654,927949517271
Isle of Man,IMN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,974215651.3,978296865.3,1165205748,1280518549,1431995653,1530018808,1594080341,1619665137,1632416698,1674341665,1741376690,1815923293,1956039870,2123897982,2410820856,2740939769,2887261118,3042485078,3221047763,3424868544,3602961595,3815536439,4109332802,4415768422,4850662592,4953843517,5420291955,5681266120,6036319158,6307561781,,
India,IND,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,142574928610,147882626117,152217254789,161341694767,173366410805,168796870765,168703477533,181906149319,188069000822,200368149829,210701595633,214163276166,212978307947,219997053101,222604757943,242972897434,247013788529,264934057380,280068500423,265398000678,283274736344,300288793820,310726031245,333374518880,346111885322,364297639428,381698549947,396834254903,435040595513,460913953348,486418417532,491559040260,518508253531,543141420335,579308795092,623188492511,670236246401,697379613646,740508468803,806012037864,836970888961,877346082286,910720110738,982306185613,1060133682046,1158565308177,1265894322131,1374865195245,1428360609658,1549482541545,1708458876830,1821872415624,1924235460945,2051981849792,2200616575311,2367206118959
Not classified,INX,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,35646476821,36883369669,39277029669,41131466490,42883761192,45309543576,45941524768,49713921325,53286725960,54924246358,56615544636,58498133775,59833920132,59687745166,62286771921,64208701854,63933676424,66914961987,70406192715,74499552185,80807077616,82366362914,85120096291,87412047815,92443334040,101349715232,110743827285,123122771921,134096925960,148528494702,163721106887,173271782252,183558373775,190611046623,199007714967,211613113510,224965327550,237434595099,232300285298,219202343576,220076114437,225771869801,226113050728,229356195762,241281270464,260128705960
"Iran, Islamic Rep.",IRN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,55008199861,60724056997,65526885363,70141337926,76085976412,89047763861,99290400338,110463353581,126374696821,145983827472,161936358582,184124203151,210820400547,226508983529,239648884838,238867111255,282485286343,274650337459,239382881270,210607239022,165116813884,155710460310,191790513393,213053784553,197842062853,201537060007,181816848980,181503928206,170464865427,180917968164,205513632859,231647051483,239286729358,235766794094,231762799357,237327527425,252399073803,255807469064,261128294556,266357901073,281927925364,288672128262,311993456683,338947502385,353646523406,368530410532,389552313541,425064554419,428990857822,438920754764,467790215915,485330901134,453256899728,444592553890,463902735246,
Iraq,IRQ,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,13470458663,13907465460,14539470349,15320901821,15893184046,16595465001,19269553239,21676448519,25399401038,25881979344,30296659415,36619346656,45683999700,45351087827,46908434220,40775948071,40170326687,40754361566,42648457433,46617016406,46608141954,45154650634,71262089027,25620782637,33971162224,44260969337,45967022763,46941533527,52114859315,63182979850,85206731245,100188005391,101597124451,103939260216,96767263938,64736488642,99796330255,104187984721,114771608149,116352699697,125926324446,130181751588,138516722650,148969847232,169730925972,180885914502,177054265948,180772405533
Iceland,ISL,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2054312978,2052573757,2223218842,2451840948,2694978835,2893645379,3146432315,3106558778,2936477594,3006206840,3230366457,3652279376,3877892888,4141822654,4378167155,4406456904,4669053865,5080970742,5386678251,5648502185,5973173612,6227929891,6362114765,6225255389,6482303544,6695755518,7115615677,7723711906,7716781726,7736724966,7827195932,7809700152,7546209136,7645324780,7921233689,7930468557,8309946429,8718229854,9286660346,9673283176,10130213933,10511376755,10559030952,10848541109,11740326734,12440092241,12963368583,14193969536,14403867348,13729597602,13236887873,13500053195,13659749592,14191929403,14451167765,15023018133
Israel,ISR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,16531949037,18384169709,20251287530,22417307096,24196611805,26397043366,26376019480,27165986591,31578274414,35862089477,38482650594,42802052510,48649171993,50275291533,53714251342,55496674635,56226929806,56222450137,58933223588,62637058034,66941033624,70387063176,71660250035,74176113090,74846483253,77427057200,81136922904,86968791134,88729162246,89500341200,95618110012,102980110730,108775620349,114820142495,122779274839,130882706991,138941804506,144613635422,150762331265,156396451607,170381458378,170793065289,170676456704,172685547751,181516775970,189485207635,200478776258,212778307553,219288062091,222070086196,234321743782,246108571730,253141727650,261630083835,268431627288,275110410786
Italy,ITA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,545587936046,590365679633,626989902821,662162330820,680687661441,702932695673,745001771051,798482561056,850739688673,902618305295,950174524503,967449723444,1003153317616,1074636641722,1133743173642,1110046094172,1189141153907,1219589122649,1259105515099,1334137620397,1379898759338,1391548245828,1397303489934,1413640811126,1459242776954,1500073640795,1542975325166,1592226489934,1659010475894,1715224113245,1749284603311,1776196429404,1791014800530,1775740923179,1813937530331,1866302945430,1890310440132,1925004542252,1956114024503,1986626486623,2060332474570,2096845397616,2102057029404,2105237943974,2138541461457,2158850437748,2202169663576,2234626814702,2211154176556,2089937511523,2125184794172,2137439133775,2077184315762,2040871178146,2033867707550,2049315603576
Jamaica,JAM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,6745611598,6867615327,7262100232,7666938636,8591909474,8803104920,10388416937,9818559381,9403306848,9379225707,8751357350,8524036581,8519459147,8429149360,7947494343,8157264323,8326057016,8485007972,8354139808,8108224376,8260868851,8909376367,9263461892,9927958206,10344985577,10845500678,11057589053,12098893556,12266268415,12554520454,12540242046,12397225618,12107805748,12234656065,12342162422,12508155813,12757980077,13225728145,13400800428,13520576505,13912554966,14111776359,14009845722,13389880551,13190512703,13417813083,13336835829,13409909754,13502136504,13623655733
Jordan,JOR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,3429803146,4263573617,4541129968,5494954275,5996097849,7136060963,7471992108,8023800563,8183505911,8890613519,9197907843,9843063635,10128080143,9940497298,8603290201,8687065298,8845508370,10497180505,10983465940,11530895187,12243532365,12498870429,12909925673,13296721715,13749942705,14332915179,15088456262,15962437816,16627074096,18050806787,19524434981,21104612162,22830065953,24481229579,25821963958,26425379437,27102082878,27820614207,28607718021,29493507455,30196245313
Japan,JPN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,774159972859,867396211046,944672305253,1024720458090,1144374075809,1210973303996,1339803444406,1488282368987,1680009870980,1889639730513,1870367052266,1958255451212,2123014198977,2293547436986,2265445980326,2335483962647,2428319078611,2534930492672,2668570545387,2814916070424,2894228898125,3015116322930,3116924990840,3212325899577,3355720883796,3568250663556,3669270574579,3819983187203,4092985685264,4312785259141,4553110831582,4704471751480,4743002779824,4751116289371,4792145895983,4885225826582,5012732889384,5092717488424,4990702828372,4980754495158,5093194793899,5111299151454,5126098838968,5212479331372,5335531900606,5405039376322,5496541517363,5617035943771,5558526873314,5251308399909,5498717815810,5473738114222,5569101602926,5644658523313,5642884448582,5669563143141
Kazakhstan,KAZ,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96294232758,85701867153,81159668195,73692978719,64407663403,59126235002,59421866178,60432037903,59283829183,60884492570,66851172843,75876081176,83311937132,91059947286,99801702225,109482467340,121197091345,131983632475,136339092347,137975161454,148047348241,158706757314,166007268150,175635689703,182836752981,185030794017
Kenya,KEN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,4364317378,4025007635,4405667047,4792411489,5030329190,5131393240,5887173901,6085055476,6570806589,7093791834,6763544121,8263285085,9674854921,10245340502,10661876843,10755936259,10987615308,12026362247,12857683762,13836825444,14610577430,15161914027,15390324965,15591792051,15865461832,16547765826,17735490884,18788466034,19953949119,20889858926,21765572461,22078636874,21902119505,21979477190,22558149463,23552110373,24528778534,24645266174,25456148104,26043011239,26199189978,27189494862,27338183205,28139868743,29576212000,31323180082,33350571127,35635328632,35718103352,36899279533,39999659234,42444283792,44377596639,46904248573,49405117161,52196109596
Kyrgyz Republic,KGZ,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,3787773940,3912769288,4429256012,4552821222,4812459358,4434630007,3818717158,3228369279,2579946182,2440014496,2612877382,2871948575,2932886592,3040106749,3205083425,3375644642,3375058865,3612335495,3866169242,3859382253,3979134974,4319067497,4681938961,4817073517,4794357795,5079922900,5075444938,5629453576,5855984970,6059145532
Cambodia,KHM,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150993337,3437716858,3659205613,3857254239,4074023940,4278093134,4787603670,5207322611,5625920094,6002174926,6512713851,7186162897,8138335629,9014922853,9935578323,10600425244,10609615491,11242275199,12037055708,12911105171,13876856310,14858161722,15903594934
Kiribati,KIR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,113601841.9,111000291.2,124408268.2,150421891.4,218567150.2,230248296.4,168614897.1,160837316.5,162541538,143711110.2,79839990.46,77068870.38,82299241.77,89692564.35,88596313.41,84509791.37,85825193.34,83196571.01,98374316.46,89954752.27,91873761.6,87906929.74,90705022.25,93857822.09,98453052.16,97497811.52,103461198.5,109224572.9,121219075.4,121400346,132941374.4,133876286.5,134649562.4,140076277.3,144520184,144268606.6,137765076.8,148120111.5,152199692.1,151187531.7,150431113.6,154552937.8,158895896.2,163619542.9,169673465.9,175009109.5
St. Kitts and Nevis,KNA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,179764227.8,187638522.1,201663198.2,218361001.9,220821402,221868716.6,224632936.4,244001188.4,265019901.7,293068512.1,311676493.4,341313902.6,360584178.8,378219697.8,370094178.3,385924131.6,412959556,434900733.9,459919802.6,486991416.7,520575968.5,517102093.9,534624097.8,561456522.4,589406703.6,600243477.5,584944374.1,611881905.2,668534212.2,707878891.5,727928704.9,757982578.6,715548226.9,692457407.4,704195363.3,695564060.2,736046665.8,786856489.3,823194292.5
"Korea, Rep.",KOR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,27576960757,28938253835,29649660482,32475783405,34931355042,36744341227,41410872518,43936951529,49077491649,55997453545,63203503772,69802723539,74347466780,85341610691,93348282252,100197661849,113679909958,127114323218,140204031457,151966733489,149093441974,160132393213,173409461822,194534213829,213713480107,229679939886,257792299501,289413124777,323159876102,344979833693,377053749283,413676560143,437525995579,465218740625,506027230599,551218621130,590828731340,624900292540,589194128884,652418133307,710034993718,742166345728,797327366678,820714629233,860928427358,894708567927,941019882149,992431619676,1020509638540,1027729932849,1094499338703,1134795571931,1160809426197,1194429021592,1234340240503,1266580410309
Kosovo,KSV,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3263724315,4144078631,4115030782,4361115615,4475033482,4745022534,4958692405,5319986849,5460690853,5643168878,5829933775,6099252132,6270547045,6486283004,6565320558,6803277039
Kuwait,KWT,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43844942777,58748043615,63704125960,66799057920,67203277041,68865432659,71387322749,70110196790,73401577460,73936694348,76154795185,89344806001,98960267620,108931455687,117123372645,124141008374,127219511514,118217328332,115419050942,126532100488,134916608514,136466852756,134253314724,133716301465
Latin America & Caribbean (excluding high income),LAC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,615876926183,658143331994,696936438236,722270799262,775230085318,809619071009,846260088510,886304567540,963555646442,1019696677704,1097431518552,1172872585858,1272535457968,1401689237552,1497273511022,1569728675271,1684448667779,1759599929803,1842668729158,1955422956597,2081725587889,2097164389664,2096927886536,2028735648912,2112019340472,2212295429411,2305639431163,2382410686367,2404560202604,2447979182670,2462240004279,2535405842236,2579787353272,2674054165457,2792058695666,2841976050429,2926381860041,3065110501426,3117550857604,3127999099822,3261481806383,3301087190794,3341459121893,3371709207961,3579135332498,3728239587573,3924920218224,4149096649579,4320544423478,4261618721842,4500356282030,4694262658369,4843758538097,4980644930769,5028926253697,4972082286731
Lao PDR,LAO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,1528282436,1605765804,1684209603,1660196271,1626822988,1857679527,1982229113,2067396848,2182341172,2311373329,2499958707,2675737161,2861120894,3057739733,3179058862,3411332858,3609148625,3816725664,4042628079,4287894200,4560505455,4884646499,5305667184,5708729636,6155432179,6617198846,7181441140,7758732251,8381309300,9091298197,9774533814,10458284498
Lebanon,LBN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15457181973,8895435381,11255675491,15555423343,16255407587,17392955502,18784939481,20012525063,21040469188,20559318663,21297941648,21201446155,21486407696,22335876289,23089461181,23836957177,25619676082,26312007079,26733728867,29247791881,31908778412,35195673805,38009950249,38771892507,39624874129,39981498020,40705166187,41319230908
Liberia,LBR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1426700788,1461512079,1481163659,1514852144,1592896740,1669256806,1797833915,1919112031,2010632021,2157176393,2300913213,2413769101,2513711105,2457002406,2573788653,2484514490,2616460448,2658009436,2786025035,2876983729,2759074461,2700119935,2634427711,2584456495,2529993837,2508657940,2466547655,2441842695,2391982754,1754078045,858956846.8,736768416.5,478268199.5,320557388.3,250796568.1,240097055.8,269199729.3,555304688,723051855.7,880253798.1,1132146638,1165190798,1209034190,844568142.7,866700939.8,912479873.1,985872107.8,1079873957,1157051893,1218376790,1292697100,1398698238,1510516487,1641989954,1653502630,1658424405
Libya,LBY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46322057226,48026344513,47179698570,46727316323,52809344318,55165501857,61714049045,65725799949,69900911109,71765417108,71198368527,74773444901,28357141373,57986607818,50128037038,38097308149,34211382718
St. Lucia,LCA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,372168255,385232212.3,343543852.3,358147514.1,442319660.2,416630968.2,478614075.7,487875451.3,547238967.5,596839206.3,737364351.3,757110560,810272705.9,831120715.6,842932450.2,870646749,917811732.2,921516529.2,980061854,1003177464,1047523546,1013701506,1014161779,1062673858,1149975613,1140925170,1234739280,1242412121,1277116110,1271322686,1249497000,1258266176,1244975458,1246700775,1252386840,1274434861
Latin America & Caribbean,LCN,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,803492775874,855792516561,896332360603,918608440832,987179926351,1038345019636,1079987315360,1127446052645,1215718573712,1292608845512,1379445187762,1471137532261,1576329120935,1711801326651,1820987958569,1889059822966,2005147417795,2101919442461,2184154321387,2328780651995,2472821137036,2478330458347,2458532710887,2392232376950,2487688956245,2576849084250,2694543860775,2786948139597,2811915926072,2849488889898,2863308943317,2970144261326,3056858353672,3176854219523,3322465539753,3379511742275,3493595762867,3671461535827,3749327081167,3750171041693,3890245734886,3929826757579,3941515772816,4005528586605,4254863315938,4448018711860,4686198072833,4951043779487,5143422555736,5079715995192,5371409239441,5617852993488,5783815964922,5947359876834,6005712877419,5949253110743
Least developed countries: UN classification,LDC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,231902869711,234976892317,243647990482,256002585700,263947913982,269608361595,270693327157,274391789886,274132349276,270546837699,275719597991,290632469639,307774809358,324334230129,338274198907,352186016340,366348951069,386472197704,398305292431,419899836177,447872259494,484875993202,524673924193,573881121152,616405655305,643868091981,678320686657,703712767748,733216921317,773931630291,816427072782,852680108729
Low income,LIC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,123596122576,124650988050,126578655663,129689351856,134191757296,138372118363,143289894438,145516469949,146138388944,146526910537,141107774849,140803602032,143060087093,148590010897,157432500811,162843585627,167866854686,173162797927,176301638181,184204020517,188349788536,194136142151,204631534828,217242808396,228873853670,243750946262,256483839243,270963748764,289211823375,306224526424,319094281579,337853612417,358219286655,375031695103
Liechtenstein,LIE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082338965,,,,,
Sri Lanka,LKA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,5924493034,6150691336,6305488774,6551808521,6718024859,7055524282,7509831214,7945483595,8558622235,8887840753,9003996423,8967036827,9599876388,9969071395,10579799952,10932647568,11490277126,12139918649,12917305251,13672454341,14451719262,15050236594,15774753625,16579131431,17407989584,18166202737,18479680674,18936624973,19372035059,20611844394,21559986607,22508624131,24061733434,25409170950,26806697009,27825342704,29607667122,30998760577,32331874830,34271798041,33742158886,35079926055,37163768055,39187357999,41633334151,44825899741,47872638203,50721102373,52516077579,56725745039,61493395363,67116707720,69395796205,72781341624,76264645402
Lower middle income,LMC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,525762516667,544989806882,564392867681,592080758999,628319327881,638027873499,644513970527,657315438849,687892817048,742144893163,802215163223,841668628646,860506511351,904831720785,953488539186,995456509188,1052443419559,1123984702863,1172498702764,1192957588064,1258222444113,1292530753012,1327842208678,1384438344945,1424254696374,1480380341886,1527425737284,1568555255434,1666198816958,1758435266818,1832529392680,1861335848183,1909068387577,1955516156019,2013735916577,2109874242324,2232486100695,2319162536595,2331053458277,2437217356146,2543239266653,2652431438550,2754006660327,2928139416322,3173936873435,3383451291349,3633146863612,3895562896472,4080416700807,4284426432093,4601540509108,4849873628068,5098203082660,5382492748134,5682391878694,5993615561342
Low & middle income,LMY,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,2054620647431,2093274785703,2182874344801,2302578939468,2473393228700,2604222573541,2726945110564,2828390963297,3016766807864,3242829597530,3515468100599,3735116787108,3982382576864,4287452008595,4546644471437,4754083555053,5092416866773,5312250247908,5509581878372,5720978842684,5978197400642,6098640585314,6265337030311,6343776311800,6632526847103,6957920380429,7223130304136,7542444479044,7842787608624,8096702906928,8279711169538,8353954606316,8390604470058,8614351693634,8813994547200,9152037770591,9586837271189,10043574520871,10229975266164,10581749299974,11190464394784,11603993120683,12121970123540,12769877032161,13795963846946,14767250351505,15959067366172,17333009519928,18322969434215,18782902860568,20188495930203,21389841895354,22476856222199,23580436917544,24604834350986,25483438593057
Lesotho,LSO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,208563606.9,212452896.4,245025776.1,271035439.6,293398890.4,299719009.1,298503584.1,331076484.6,329861038.8,334965753.3,342258199.6,359760323.7,359031052.1,453832770.8,503664013.5,435601395.8,483731557.9,589228734.5,697157030.7,717332189.7,697642997.5,702489100.7,720450353.6,737078003,773554130.4,793342233.3,837006794.3,837018802.9,908639798,958402701.3,1012496725,1052031720,1128361020,1165942171,1228268697,1252804221,1318121378,1371973072,1395900137,1401512098,1473554578,1535874197,1544050825,1616484633,1653530871,1698250617,1771401813,1855250500,1961620803,2027490711,2187482926,2276044148,2389701173,2496306485,2587149144,
Late-demographic dividend,LTE,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,1027826175091,1023379622852,1057263300660,1095855613837,1168607651136,1242153452204,1322276972358,1357682058697,1450816171380,1594156296628,1753831314141,1901710110109,2059442390345,2260480426619,2406404816272,2522743450944,2702368240299,2873181310448,3029230521503,3255006936267,3525664007447,3519249062314,3582502128354,3603908268042,3865955897179,4148664721418,4397070976383,4657311874006,4866658275655,5079590059373,5097402095114,5117000377166,5077870205976,5242700219633,5417815598353,5690940440615,5941419864121,6237879076821,6368925825507,6628012206408,7071334760695,7410956460599,7816777614383,8314372182087,8953338775601,9596721718937,10433040517156,11433935872898,12180529524202,12490094899750,13440440525990,14329639738668,15091313294263,15859913824034,16567845863791,17123636815101
Lithuania,LTU,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19321871754,20316940117,22001870429,23644788818,23376504902,24272214759,25855838633,27603887122,30512940647,32511563593,35023864732,37617887785,41788565845,42886801934,36533481055,37132564255,39377194356,40887547827,42336907128,43620761129,44315977742
Luxembourg,LUX,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,8504569341,8830292911,8950268129,9258077565,9986302098,9912909408,10022536681,10044258606,10464497573,11508107050,11710642119,12022992715,12816292848,13881669934,14466430728,13515787947,13858322781,14075867550,14649455099,14993074040,15119148212,15035849139,15205949272,15660466755,16629370331,17093613510,18800228742,19543021722,21197002914,23273898278,24512053775,26630922517,27115512715,28254540000,29334123709,29754247152,30205069007,31998576821,34075701854,36944998808,40063841060,40926357616,42408211921,43000927152,44897748344,46341854305,48710198675,52799735099,52354569536,49539470199,52351655629,53694834437,53240000000,55554172185,57814834437,60618410596
Latvia,LVA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12741532856,13041471913,14214280604,15142933227,15539901961,16379191839,17436838898,18676903816,20250359036,21939544250,24287420509,27178155803,29885235824,28810072867,24676136725,23743309486,25218125331,26228170376,27020688924,27658162427,28180047695
"Macao SAR, China",MAC,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,3683231827,4051555002,4395937185,4426708738,4723298231,5398729875,5819830807,6110822346,6599688135,6843876593,7754112179,8157326016,8508091030,8788858033,8753702604,8727441493,8325979192,8126155691,8589346562,9918410536,10805834998,12065115459,15293135565,16525732336,18725996392,21431444071,22158776482,22451519981,28123640999,34218765120,37377058441,41563521591,41209357161,32823775284
St. Martin (French part),MAF,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,11947014184,13145161284,14445446370,15653398482,16391215216,17308614101,17730466109,18361548509,19389069935,20854538799,23109494480,24509737500,25056957436,26258134655,27214499196,26740032111,29135236266,29539216589,31435157625,33323672524,36413145450,36294801243,40604894539,41760592095,43185385082,46301680542,45330392242,44994679123,49758715929,47069034480,52892827881,52067328270,55836249261,56440024805,57519650790,61730070508,63656943581,67451637211,70687304633,73014076005,78544623311,81318751799,86135221236,89790590993,93216746662,98106615022,101059586130,105834986867,108393104418,113162401013
Monaco,MCO,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5350674803,,,,,
Moldova,MDA,GDP at market prices (constant 2010 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,7668593033,7614055124,8507253206,8877928642,9175983275,8690493333,9377788650,9490529315,9651153143,10136826470,9893542653,8310575803,5892198252,5821491874,4022650871,3966333798,3760084420,3820245771,3571929798,3450484173,3522944350,3737843957,4029395790,4295335929,4613623005,4959052552,5197013779,5356455226,5772375747,5426634693,5811604052,6184380719,6141090033,6718156374,7040627880,7005424741
